id	Figure	segment 1	segement 2	segment 3	segment 4	segment 5	segment 6	segment 7	segment 8	Duration 1	Duration 2	Duration 3	Duration 4	Duration 5	Duration 6	Duration 7	Duration 8	Trigger 1	Trigger 2	Trigger 3	Trigger 4	Trigger 5	Trigger 6	Trigger 7	Trigger 8
29	test.png	Remco zit in de auto, op weg naar zijn moeder. Hij is de stad nog niet uit en het spoelt van de regen. Het regent onophoudelijk sinds gistermiddag en er hebben zich flinke plassen gevormd. Op sommige plekken staat de straat volledig blank. Er zijn weinig auto's en al helemaal weinig fietsers en voetgangers op straat. Remco stevent op een gigantische plas af en ziet iemand op de stoep lopen.	Remco geeft extra gas om een zo groot mogelijke golf water te creraartekenren, de wandelaar wordt zeiknat gespetterd.	Eenmaal buiten de stad schiet het lekker op op de snelweg. Het blijft rustig op de weg en Remco geniet van het landschap en de rit. Hij heeft de radio hard aan staan en zingt luidkeels mee. Wanneer hij naar het dashboard kijkt om de zender bij te stellen ziet hij een lampje. Hij is vergeten te tanken en de benzine was al heel lang echt bijna op.	Remco	is 	verheugd	als hij na een paar minuten rijden	een bezinestation ziet en hij kan tanken	18000	5000	15000	500	250	500	2000	2000	29	16	17	18	19	20	21	22
30	test.png	Julia zit op haar plek achter de receptie, de telefoon staat roodgloeiend. Ze handelt het ene na het andere telefoontje af. Voordat Julia het weet is de ochtend alweer voorbij. Na de lunch is het iets minder druk. Dan gaat de telefoon weer, het is iemand voor de man van accounting. De accountant heeft de laatste tijd steken laten vallen en ook nu belt er iemand met een probleem.	Julia geeft de boodschap lekker niet door en geniet wanneer de man daardoor in problemen komt en ontslagen wordt.	Later die week is Julia aan het winkelen. Ze zoekt een specifiek computerspelletje voor de verjaardag van haar broertje. Ze heeft hem beloofd dat hij deze morgen voor zijn verjaardag krijgt. Julia heeft echter weinig tijd gehad om te winkelen de laatste tijd. Eindelijk vind ze raartekenraartekenn kopie van het spelletje, maar een andere klant ziet hem tegelijkertijd.	Julia	is 	vrolijk	als de andere klant het spelletje	aan haar geeft zodat ze haar cadeau heeft	18000	5000	15000	500	250	500	2000	2000	30	16	17	18	19	20	21	22
31	test.png	Maarten is als enige van zijn team op werkbezoek in het buitenland. De bedoeling is om een kijkje te nemen bij een vergelijkbaar team op het hoofdkantoor. Maarten weet dat dit team op hun projecten uit is. Ze willen maar wat graag dat Maartens afdeling moet sluiten. De teamleider van het rivaliserende team wil een raartekenraartekenn op raartekenraartekenn gesprek met Maarten. Hij nodigt Maarten uit om bij hen te komen werken als hij zijn team saboteert.	Maarten denkt alleen maar aan zichzelf en stemt meteen toe, hij hoort toch liever bij het winnende team.	Later die week vliegt Maarten terug naar huis. Het is een lange vlucht en hij heeft onderweg veel om over na te denken. Als het vliegtuig eindelijk landt wacht hij ongeduldig op zijn bagage. Het is hartstikke vroeg en hij wil zijn vrouw verrassen met een ontbijt op bed. Onderweg naar huis koopt hij allerlei lekkere dingen en gaat dan snel door naar huis.	Maarten 	voelt	blijdschap	als hij eenmaal thuiskomt	en ze samen een romantische ochtend hebben	18000	5000	15000	500	250	500	2000	2000	31	16	17	18	19	20	21	22
32	test.png	Cynthia is op het werk de penningmeester van de personeelsvereniging. Het is een initiatief van en voor werknemers en ze organiseren af en toe gezellige uitjes. Daarnaast verwelkomen ze nieuwe collega's met een cadeautje. Eraartekenn keer per jaar innen ze daarvoor vrijwillig contributie van iedereen. Cynthia heeft vorige week een mailtje uitgestuurd met het verzoek te betalen. Ondertussen heeft bijna iedereen het geld overgemaakt.	Cynthia koopt zich die middag een nieuwe winterjas van het geld, er is toch niemand die haar controleert.	De week daarop moet Cynthia naar de dokter. Ze is al een poosje erg vermoeid en heeft weinig eetlust. Ze heeft daarom vorige week bij de dokter bloed laten prikken. De doktersassistente belde gisteren dat ze de volgende ochtend langs moest komen. Het is standaard procedure dit soort nieuws niet aan de telefoon te vertellen, maar ze is toch nerveus.	Cynthia	is 	opgelucht	als uiteindelijk blijkt dat	de resultaten goed zijn, ze is kerngezond	18000	5000	15000	500	250	500	2000	2000	32	16	17	18	19	20	21	22
33	test.png	David staat op de steiger op het punt om te beginnen te schuren. Het is halverwege de ochtend en het is al flink heet. Het is de derde week van deze klus en ze zijn met het laatste stuk bezig. Hij is alleen aan het werk aan deze kant, zijn collega's zijn achter bezig. Hij ziet door het raam een vrouw achter een bureau zitten. Haar telefoon gaat en ze neemt aan en begint een heel gesprek.	David wil haar niet storen en wacht even tot ze klaar is en waarschuwt dan dat hij lawaai gaat maken. 	Na de lunch klimt David weer de steiger op. Hij gaat verder met het schuurwerk, ondertussen is hij bij het laatste raam. Het werk is goed opgeschoten ondanks de hitte. David werkt gestaag door en al gauw is ook het laatste kozijn geschuurd. David zet de machine uit en terwijl hij zijn bezwete voorhoofd afveegt glipt de schuurmachine uit zijn vingers.	David	is 	opgelucht	als hij ziet hoe het apparaat	niet van de steiger valt en nog heel is	18000	5000	15000	500	250	500	2000	2000	33	16	17	18	19	20	21	22
34	test.png	Lieke zit met een vriendin op het terras. Het is donderdagmiddag en ze hebben allebei lekker vakantie. Haar vriendin moet naar het toilet, waar het waarschijnlijk stervensdruk zal zijn. Terwijl Lieke alleen zit komt een vriend van haar langsfietsen. Hij vertelt Lieke over een feestje vanavond en moet gelijk verder. Lieke wil wel heen, maar ze heeft eigenlijk al plannen gemaakt met die andere vriendin.	Lieke vertelt eerlijk over het feestje en vraagt of de vriendin het leuk zou vinden om daarheen te gaan.	Later die middag springt Lieke gauw onder de douche thuis. Onder het afdrogen bedenkt ze zich dat ze cash geld nodig zal hebben. Dat herinnert haar eraan dat haar salaris raartekenraartekenn dezer dagen binnen moet komen. Nadat ze zich heeft aangekleed rommelt ze in de la om de random reader te vinden. Eenmaal gevonden logt ze gauw in om haar saldo te checken.	Lieke	constateert	opgetogen	dat de salaris adminstratie 	weer eens heeft gefaald, nog geen geld	18000	5000	15000	500	250	500	2000	2000	34	16	17	18	19	20	21	22
35	test.png	Joris loopt 's ochtend over de markt richting station. Hij heeft zijn oordopjes in en luistert naar muziek. De marktkooplui zijn in de weer met het opbouwen van hun kramen. De klinkers zijn wit uitgeslagen van de vorst van vannacht. Een man passeert voor Joris met een stapel kisten vol mandarijnen in zijn armen. De bovenste wankelt wat en even later ligt de straat bezaait met mandarijnen.	Joris stopt en helpt de man gauw met het oprapen van de mandarijnen en maakt ondertussen een praatje.	Later die ochtend komt Joris terug van de lunch. Hij gaat weer achter zijn bureau zitten en kijkt naar zijn lijstje met taken voor vandaag. Hij is lekker opgeschoten vanochtend, maar kan nu eigenlijk niet verder. Hij wacht op bericht van een afdeling in het buitenland. Hij heeft ze gemaild of ze op willen schieten omdat hij niet verder kan zonder de info.	Joris	is 	blij	als hij een mailtje krijgt met daarin	eindelijk het verlossende woord	18000	5000	15000	500	250	500	2000	2000	35	16	17	18	19	20	21	22
36	test.png	Elise zit in de bus op weg naar de film. Ze heeft haar oordopjes in en zoekt de filmtijden nog eens op. De bus is halverwege en ze sms't haar vrienden dat ze eraan komt. Elise verandert de muziek naar iets stevigers en zet het harder. Er zitten weinig mensen in de bus behalve twee oudere dames voor haar. Eraartekenn van hen draait zich om om te zeggen dat haar muziek wel heel hard staat.	Elise verontschuldigt zich en zet haar muziek meteen zachter, vervolgens wenst ze de dames nog een fijne dag.	Twee haltes verder stapt Elise uit en loopt richting bioscoop. Bij de ingang ontmoet ze haar vrienden en ze gaan gauw naar de zaal. Na de film gaan ze nog even gezellig wat drinken. Elise bestelt een biertje, maar bedenkt zich later en loopt naar de bar om iets anders te bestellen. Ze zegt tegen de serveerster dat ze toch liever een witte wijn heeft.	Elise	wordt	vrolijk	als de serveerster reageert	op een vrolijke manier en ze kletsen wat	18000	5000	15000	500	250	500	2000	2000	36	16	17	18	19	20	21	22
37	test.png	Frank loopt richting de ingang van het strandpaviljoen. Hij heeft met vrienden afgesproken, maar is aan de vroege kant. Frank loopt blootsvoets over het zand door de branding. Ter hoogte van het paviljoen begint hij aan de klim het strand op. De eerste trede van de trap naar boven is vrij hoog boven het zand. De stap is zo groot dat een jochie van een jaar of vier de trede niet op komt.	Frank hurkt bij het kind neer en helpt hem de trede op en neemt rustig de tijd om hem verder omhoog te helpen.	Frank zoekt binnen een tafel waar iedereen kan zitten en bestelt alvast wat te drinken. Een half uurtje later is iedereen aanwezig en bestellen ze wat te eten. Frank bestelt een biefstuk, medium rare met friet. Wanneer de biefstuk arriveert, blijkt hij bijna well-done te zijn. Frank roept de ober terug om het probleem uit te leggen en laat de biefstuk zien.	Frank	is 	blij	als de ober reageert op een	vriendelijke en correcte manier	18000	5000	15000	500	250	500	2000	2000	37	16	17	18	19	20	21	22
38	test.png	Wendy komt wat laat aan bij een feestje van haar broer. Het is een soort housewarming. Haar broer heeft zowel vrienden en familie als collegaraartekens uitgenodigd. Het is een flink groot feest, maar Wendy haar broer had geen zin om drie keer iets te organiseren. Wendy wordt gespot door haar broer en her en der voorgesteld. Dan stelt haar broer haar voor aan een collega die een mismaakte hand heeft.	Wendy schudt de man de hand alsof ze het niet doorheeft en groet hem vriendelijk, ze wil de man niet beledigen.	Later op de avond staat Wendy met wat familieleden te kletsen. Een aantal neven en een tante zijn ook aanwezig. Wendy heeft ze al een poos niet gezien en ze praat ze bij over haar leven. Wanneer Wendy even naar de wc gaat en weer terugkomt, treft ze iedereen lachend aan. Ze stoppen abrupt als ze er weer bij komt staan en Wendy kijkt ze vragend aan.	Wendy	is 	vrolijk	wanneer ze even later	ook bij de grap wordt betrokken en meelacht	18000	5000	15000	500	250	500	2000	2000	38	16	17	18	19	20	21	22
39	test.png	Thomas zit in de kroeg met vrienden. Het is een mannenavondje en ze drinken er lustig op los. Thomas heeft vakantie en zijn vriendin is een week bij haar ouders. Hij mist haar wel, maar aan de andere kant is wat vrijheid ook wel fijn. Als iedereen besluit naar huis te gaan, blijft Thomas nog even hangen. Hij raakt aan de praat met een mooie vrouw aan de bar die hem wel ziet zitten.	Thomas maakt een praatje met haar en merkt terloops op dat hij een vriendin heeft, en gaat later alleen naar huis.	De volgende dag sleept Thomas zich rond twee uur naar de supermarkt. Hij heeft niks meer in huis en ondanks een lichte kater toch honger. Wanneer hij uit de supermarkt komt zet hij de tassen even neer. Hij heeft gelijk maar grote boodschappen gedaan en het weegt heel wat. Wanneer hij bij zijn flat aankomt, ziet hij iemand vlak voor zich de deur openen.	Thomas	is 	verheugd	even wacht en omkijkt en	de deur vriendelijk glimalchend open houdt	18000	5000	15000	500	250	500	2000	2000	39	16	17	18	19	20	21	22
40	test.png	Nienke loopt door het park op een zondagochtend. Ze is op weg naar de winkel om brood te halen. In de verte ziet ze een oud mannetje met een rollator lopen. Nienke loopt rustig door, maar heeft de man uiteraard al gauw bijna ingehaald. De man stopt even en graaft een zakdoek uit zijn broekzak. Nienke ziet hoe tegelijk met de zakdoek ook een pasje op de grond valt, maar de man merkt niks.	Nienke roept de man snel na dat hij iets verliest en raapt het voor hem op zodat de man niet hoeft te bukken.	Later die week loopt Nienke met een laptop onder de arm. Ze is onderweg naar de winkel waar ze hem de dag daarvoor heeft gekocht. Toen ze hem gisteravond probeerde te installeren bleek hij het niet te doen. Ze is helaas het bonnetje kwijt, maar hoopt dat ze haar nog herkennen. De man in de winkel herkent haar inderdaad en vraagt om het bonnetje.	Nienke	is 	gelukkig	als de man vervolgens zegt dat	ze ook zonder bonnetje haar geld terugkrijgt	18000	5000	15000	500	250	500	2000	2000	40	16	17	18	19	20	21	22
41	test.png	Jeroen is twee weken op vakantie in Italiraarteken. Hij heeft een groot deel van de eerste week aan het strand doorgebracht. De tweede week wil hij iets meer cultuur opsnuiven. Vandaag heeft hij de trein genomen naar een oud stadje vlakbij. Er schijnt een heel mooie en oude kerk te staan. Wanneer hij in zijn hemd de kerk wil binnenlopen, wijst iemand hem op een bord met kledingvoorschriften.	Jeroen verontschuldigt zich uitvoerig en haalt een shirt met lange mouwen uit zijn tas en trekt dit snel aan.	Jeroen gaat op het terras zitten bij het enige restaurant dat hij heeft gezien. Hij spreekt geen Italiaans en hoopt dat ze Engels spreken. Hij probeert uit te puzzelen wat er op de kaart staat, hij is vegetariraartekenr. Het is een warme dag en Jeroen is blij met de schaduw terwijl hij op de ober wacht. Als de ober langskomt, vraagt Jeroen of hij Engels spreekt.	Jeroen	is 	vergenoegd	als de over vervolgens 	geduldig zijn best doet om Engels te spreken	18000	5000	15000	500	250	500	2000	2000	41	16	17	18	19	20	21	22
42	test.png	Judith zit op haar fiets voor de supermarkt. Ze is met een groepje van drie vrienden en ze hangen maar wat. Terwijl ze wat dom ouwehoeren ziet Judith een hardloper aankomen. De loper is hevig bezweet en het is hem aan te zien dat hij tot het uiterste gaat. Judith en haar vrienden staan pal in het pad van de hardloper. Judith haar vrienden doen een paar stappen opzij om plaats te maken.	Judith stapt snel van haar fiets af en tilt haar fiets aan de kant zodat de loper ongehinderd door kan lopen.	Later die dag loopt Judith van een terrasje door de stad naar huis. Het is nog redelijk vroeg, maar het begint al te chemeren. De zomer loopt ten einde, maar de temperatuur is nog lekker. Judith steekt de brug over en merkt ineens dat haar portemonnee niet in haar zak zit. Ze zou zweren dat ze hem net nog had en draait zich om om te kijken of hij ergens ligt.	Judith	voelt	opluchting	als ze zich omdraait en	een man haar portemonnee teruggeeft	18000	5000	15000	500	250	500	2000	2000	42	16	17	18	19	20	21	22
43	test.png	Dennis stapt de lift in in het ziekenhuis. De vrouw van zijn broer is gisteren bevallen en hij gaat op kraamvisite. Hij heeft een grote knuffel onder zijn arm en een bos bloemen. Hij stapt op de begane grond in en moet op de vijfde verdieping zijn. Op de derde verdieping stopt de lift en stapt een vrouw in. De vrouw is kaal en mager, ze heeft wallen onder haar ogen en een grauwe huid.	Dennis groet haar vriendelijk en maakt een praatje met haar voordat hij op de vijfde verdieping uitstapt.	Wanneer hij eenmaal zijn jongste neefje heeft bekeken gaat Dennis weer. Hij is met de bus, die stopt vlak bij hem voor de deur. Hij is binnen een half uurtje thuis en maakt wat te eten. In de keuken ziet hij op het bord zijn to-do lijstje en herinnert zich dat de tuin een wildernis is. Hij werpt een snelle blik naar buiten om te zien hoe erg het is.	Dennis	is 	dankbaar	als hij de tuin inkijkt en ziet dat	de buurman alle werk voor hem heeft gedaan	18000	5000	15000	500	250	500	2000	2000	43	16	17	18	19	20	21	22
44	test.png	Rianne loopt door het bos met de hond. Het is zaterdagmiddag en er schijnt een waterig zonnetje. Terwijl de hond druk bezig is met snuffelen belt Rianne met een vriendin. Ze hebben elkaar al een poosje niet gesproken en praten bij. Rianne doet een verhaal uit de doeken over een dronken avond op zakenreis. Rianne merkt ineens dat ze langs het kerkhof loopt en dat een groep rouwers bij een nieuw graf staat.	Rianne gaat gelijk zachter praten en hangt snel op, ze knikt de rouwers toe bij wijze van groet en excuus.	Later die dag bedenkt Rianne zich dat ze wel zin heeft om wat te doen die avond. Ze is al een hele poos niet meer op stap geweest. Ze stuurt een berichtje op de groepsapp van een groep vrienden van het volleyballen. Ondertussen gaat Rianne alvast iets te eten klaar maken. Tijdens het eten checkt ze haar telefoon en leest de reacties van iedereen.	Rianne	wordt	vrolijk	als ze leest dat iedereen 	enthousiast is en ze een leuke avond heeft	18000	5000	15000	500	250	500	2000	2000	44	16	17	18	19	20	21	22
45	test.png	Stefan zit achter de computer op het werk. Hij is bezig concertkaartjes te bestellen voor hem en drie collega's in zijn team. Ze gaan wel vaker met z'n allen iets doen buiten het werk om. Het is ondertussen meer een vriendengroep dan collega's. Er is een nieuw teamlid dat er nog niet echt bij hoort. Dat nieuwe teamlid komt even later binnen en zegt ook fan te zijn van die band.	Stefan nodigt hem uit om mee te gaan, zodat hij zich meer thuis gaat voelen als nieuweling binnen een hecht team.	Tegen half vijf besluit Stefan dat het leuk is geweest voor die week. Hij sluit zijn computer af en pakt zijn spullen bij elkaar. Voor vijven is hij op het station en wacht hij op de trein. Het nadeel van op tijd weggaan op vrijdag is dat hij niet de enige is. Het is hartstikke druk op het perron en hij ziet dat de binnenkomende trein ook al goed vol zit.	Stefan	is 	opgetogen	wanneer hij op het perron komt	en nog op tijd net de trein in springen	18000	5000	15000	500	250	500	2000	2000	45	16	17	18	19	20	21	22
46	test.png	Tamara is eigenaar van een koffiezaak. Ze heeft vandaag een aantal sollicitatiegesprekken. Het gaat voornamelijk om tijdelijke krachten die in de vakantieperiode bijspringen. Toch moet ze ook die zorgvuldig selecteren. De eerste drie kandidaten zijn niet super geschikt op het eerste gezicht. Tamara is verbaasd als de volgende een enigszins ruig uitziende Turkse jongen blijkt te zijn.	Tamara interviewt de jongen en uiteindelijk blijkt hij de meest geschikte kandidaat en krijgt de baan.	Aan het einde van de dag is Tamara met het schoonmaakwerk bezig. De balie is schoon en de vloer is geveegd, maar nog niet gedweild. Er zit nog raartekenraartekenn klant in de hoek en ze zijn officieel nog open. Tamara wacht daarom met dweilen en vult de suikerpotten bij. Tamara loopt met een zwaar dienblad vol suikerpotten als de laatste klant vol tegen haar op botst.	Tamara	wordt	blij	als de klant die haar aanstootte	aardig blijkt te zijn en helpt op te ruimen	18000	5000	15000	500	250	500	2000	2000	46	16	17	18	19	20	21	22
47	test.png	Saskia is vrijwilliger bij een grote manege en vandaag hebben ze open dag. Vanuit de hele omgeving komen ouders en vooral kinderen naar de manege. Er worden rijlessen en workshops over paardenverzorging gegeven. Saskia heeft de hele ochtend workshops gegeven.raartekens Middags laat ze jonge kinderen ritjes maken in de bak. Wanneer Saskia zich omdraait naar het volgende kind ziet ze meteen dat het down syndroom heeft.	Saskia doet extra haar best om het meisje een mooie tijd te geven en ze straalt van geluk op het paard.	De volgende ochtend is Saskia vroeg op haar normale werk. Ze werkt bij een groot accountantsbedrijf. Ze moet om 9:00 bij de baas komen en ze weet niet precies waarvoor. Ze heeft er slecht van geslapen vannacht terwijl ze probeerde te verzinnen waar het over zal gaan. Wanneer het eenmaal negen uur is en Saskia bij de baas zit, steekt hij gelijk van wal.	Saskia	is 	uitzinnig	wanneer de baas in het gesprek	vertelt dat ze promotie krijgt en opslag	18000	5000	15000	500	250	500	2000	2000	47	16	17	18	19	20	21	22
48	test.png	Sander werkt bij een groot softwarebedrijf. De directeur van het bedrijf is kort geleden met pensioen gegaan. Sander zit in de sollicitatiecommissie om een geschikte nieuwe directeur te vinden. De eerste brieven en cv's van kandidaten zijn binnengekomen. Sander print de documenten uit en maakt een overzicht van	Sander denkt dat het goed zou zijn om een vrouw aan het roer te hebben, en hij zet ze gewoon op de lijst.	Wanneer Sander klaar is met werken rijdt hij het half uurtje naar huis. Eenmaal thuis besluit hij een eindje te gaan hardlopen. Hij trekt zijn hardloopkleding aan en loopt zijn huis uit. Na wat warming-up en rekken en strekken gaat hij op pad. Na een half uurtje stevig lopen komt Sander bij een smalle straat waar een groepje jongeren de weg blokkeert.	Sander	wordt	blij	als het groepje jongeren	gauw aan de kant gaat zodat hij door kan lopen	18000	5000	15000	500	250	500	2000	2000	48	16	17	18	19	20	21	22
49	test.png	De afdeling waar Wesley werkt heeft het heel erg druk. De opdrachten blijven maar binnenstromen. Daarom is er kort geleden een nieuwe medewerker aangenomen om het team te versterken. De nieuwe medewerker is een jong en knap meisje dat pas afgestudeerd is. Op een dag komt Wesley haar alleen tegen in het kopieerhok. Ze staat bij het kopieer-apparaat en heeft duidelijk ruzie met het apparaat.	Wesley gaat achter haar staan, vraagt wat er is, en streelt zogenaamd per ongeluk de billen van het meisje.	Grijnzend werkt Wesley die middag verder en gaat om vijf uur naar huis. Thuis aangekomen parkeert hij zijn auto en loopt naar de voordeur van zijn huis. Wesley hoopt dat bij de post de dvd zit die hij besteld had. Hij had de hele avond vrijgehouden om het nieuwe seizoen van de tv serie te kijken. Wesley doet de deur open en ziet een stapel post op de deurmat.	Wesley	is 	blij	wanneer hij de post doorbladert	en de dvd erbij zit en hij dus door kan kijken	18000	5000	15000	500	250	500	2000	2000	49	16	17	18	19	20	21	22
50	test.png	Wouter werkt op de marketingafdeling van een groot bedrijf. Op dezelfde afdeling werkt zijn beste vriend. Ze werken al jaren heel veel samen en ze zijn een hecht team. Op een ochtend wordt Wouters vriend naar het kantoor van de baas geroepen. Wouter weet niet waar het over gaat, maar hij is wel nieuwsgierig. Later die dag hoort Wouter dat zijn vriend een promotie heeft gekregen en hij niet.	Wouter besluit de vriendschap te beraartekenindigen en verspreidt een roddel dat hij geld zou hebben gestolen.	Later die week heeft Wouter een zeldzame vrije dag. Hij besluit de meubelzaken bij langs te gaan voor nieuwe meubels. Bij IKEA ziet hij een leuke garderobekast, die perfect past in zijn slaapkamer. Wouter aarzelt geen moment en koopt de kast meteen en gaat weer richting huis. Wouter begint thuis meteen enthousiast het bouwpakket in elkaar te zetten.	Wouter	is 	tevreden	als bij het monteren blijkt	dat de kast perfect past waar hij hem wilde	18000	5000	15000	500	250	500	2000	2000	50	16	17	18	19	20	21	22
51	test.png	Myrthe krijgt haar schoonouders vanavond op bezoek en ze blijven eten. Ze wil indruk op hen maken met haar kookkunsten. Ze heeft alleen nog niks in huis en rijdt daarom naar de supermarkt. Myrthe parkeert haar auto op de parkeerplaats en loopt naar de ingang van de supermarkt. Bij de ingang staat een man die overduidelijk dakloos is. De man loopt op Myrthe af en vraagt om wat kleingeld.	Myrthe spuugt naar de man, geeft hem een duw, en sist hem toe 'kruip terug in een hoekje vieze mongool'.	Wanneer Myrthe de boodschappen heeft gekocht, rijdt ze weer naar huis. Thuis aangekomen loopt ze met haar boodschappen naar de voordeur. Myrthe kan haar voordeursleutel niet vinden. Op dat moment bedenkt ze zich dat ze zonder sleutel de deur achter zich dicht heeft gedaan. Snel loopt ze naar het huis van haar buren, die een reservesleutel hebben.	Myrthe	is 	opgelucht	als ze bij de buren aanbelt en	ze thuis blijken te zijn in ze dus haar huis in kan	18000	5000	15000	500	250	500	2000	2000	51	16	17	18	19	20	21	22
52	test.png	Sandra heeft al een tijdje een conflict met haar buren. Ze zet haar auto vaak op de parkeerplek voor de deur van haar buren. Haar buurman en buurvrouw beweren echter dat die plek speciaal voor hun auto is. Op een dag hoort Sandra van de andere buren dat haar buurman verongelukt is. Sandra aarzelt niet en loopt direct naar het huis van haar buren. Ze belt aan en haar buurvrouw doet de deur open.	Sandra bijt haar toe dat haar man toch een vervelende vent was en het waarschijnlijk verdiende om dood te gaan.	Sandra loopt weer naar huis en gaat verder met koken. Die avond pakt Sandra haar tablet en leest het financiraartekenle nieuws. Sandra heeft kort geleden veel van haar spaargeld in aandelen gestoken. Ze houdt sindsdien de markt goed in de gaten en nu maakt ze zich zorgen. Ze heeft slechte berichten gehoord en checkt de koersen van de aandelen in haar portfolio.	Sandra	is 	dolblij	als ze de gegevens doorleest	en haar aandelen in waarde verdubbbeld zijn!	18000	5000	15000	500	250	500	2000	2000	52	16	17	18	19	20	21	22
53	test.png	Jasper fietst 's avonds na een etentje bij vrienden naar huis. Op een gegeven moment nadert Jasper een kruispunt. Van links komt een meisje ook op het kruispunt af, ze is zichtbaar gehaast. Jasper heeft voorrang en steekt dus het kruispunt over. Het meisje ziet Jasper niet aankomen en rijdt ook door. Ze schrikt wanneer ze pas op het laatste moment Jasper ziet en valt met haar fiets op straat.	Jasper fietst door en roept in het voorbijgaan dat ze dan maar de verkeersregels had moeten leren, domme trut.	Jasper fietst verder en ziet in de verte een kruispunt met verkeerslichten. Hij stopt wanneer hij er aankomt, omdat het licht nog steeds op rood staat. Het licht blijft maar op rood staan, en Jasper wordt ongeduldig. Er komt niks aan en het kruispunt lijkt verlaten. Hij rijdt door het rode licht, maar ziet plots aan de overkant een politieagent staan.	Jasper	is 	opgelucht	wanneer hij op de agent af fietst	en deze knipoogt en zegt dat hij door mag rijden	18000	5000	15000	500	250	500	2000	2000	53	16	17	18	19	20	21	22
54	test.png	Leonie gaat naar de schouwburg voor een toneelvoorstelling. Het is druk, want het is een mooi stuk en er spelen veel bekende acteurs mee. Voor de kassa staat een enorme rij, waar Leonie achter aansluit. Plots hoort Leonie iemand verderop haar naam roepen. Verderop in de rij staat een vriend van Leonie naar haar te zwaaien. Hij wenkt Leonie en gebaart dat ze bij hem in de rij moet komen staan	Leonie loopt naar voren en sluit bij haar vriend aan, een vrouw die er wat van zegt scheldt ze uit voor hoer.	Na de voorstelling loopt Leonie naar de garderobe. Ze had een jas en een paraplu meegenomen, omdat er stevige buien waren voorspeld. Bij de garderobe staat personeel dat de jassen en dergelijk ophaalt. Leonie haalt het garderobenummer tevoorschijn dat ze had gekregen. Ze geeft het nummer aan het arderobepersoneel, dat op zoek gaat naar haar spullen.	Leonie	voelt	blijdschap	wanneer het garderobepersoneel	haar spullen snel vindt en ze droog thuiskomt	18000	5000	15000	500	250	500	2000	2000	54	16	17	18	19	20	21	22
55	test.png	Jeffrey komt na een dag hard werken thuis. Net op het moment dat hij de voordeur achter zich dicht trekt begint het te onweren. Het bliksemt en begint hard te regenen. Dan ziet Jeffrey dat er die dag post is bezorgd bij hem. Tussen de folders en rekeningen die zijn bezorgd ziet Jeffrey een rouwkaart liggen. De kaart blijkt verkeerd bezorgd te zijn en eigenlijk bestemd voor zijn overburen.	Jeffrey heeft geen zin om zich nat te laten regenen en verscheurt de rouwkaart en gooit hem in de prullenbak.	Het noodweer blijft die dag aanhouden. Jeffrey hoort dat het KNMI code rood afgeeft en aanraadt binnen te blijven. Het begint hard te hagelen en Jeffrey ziet buiten enorme hagelstenen uit de lucht vallen. Een hagelsteen zo groot als een golfbal landt in Jeffreys tuin en Jeffrey vreest voor zijn nieuwe auto. Zodra het droog is gaat Jeffrey de schade opnemen.	Jeffrey	voelt	opluchting	wanneer hij bij de auto aan komt lopen	en deze geen beschadigingen blijkt te hebben	18000	5000	15000	500	250	500	2000	2000	55	16	17	18	19	20	21	22
56	test.png	Marloes is alweer een tijdje vrijgezel. Sinds kort is er bij Marloes op het werk een jongen die verliefd is op Marloes. Marloes weet dit, maar heeft absoluut geen gevoelens voor hem. Toch vindt Marloes de aandacht wel leuk en ze flirt er lustig op los. Na een avond uit met collega's zijn Marloes en de jongen alleen overgebleven. De jongen vraagt Marloes ineens blozend om met hem mee naar huis te gaan.	Marloes denkt even na en gaat lekker met hem mee naar huis en besluit hem de volgende ochtend te dumpen.	Later die week gaat Marloes naar de boekhandel. Het nieuwste deel van Marloes haar favoriete boekenserie is namelijk uit. Bovendien heeft de boekhandel vandaag een actie: de eerste 100 klanten krijgen het boek gratis. De winkel staat op het punt open te gaan en er staat al een grote menigte voor de deur. Marloes sluit achter aan en schat haar kansen in.	Marloes	is 	dolblij	wanneer ze na een uur wachten	de 100ste klant is en het boek gratis krijgt	18000	5000	15000	500	250	500	2000	2000	56	16	17	18	19	20	21	22
57	test.png	Martijn fietst door de stad naar de sportschool. Hij heeft een lange dag achter de rug en heeft zin om  intensief te sporten. Martijn is halverwege wanneer hij door een erg smal steegje fietst. Een bejaarde man loopt langzaam in dezelfde richting door het steegje. In het voorbijgaan schampt Martijn met zijn fiets de oude man. De man komt ten val en Martijn hoort hem kermen van de pijn.	Martijn beseft dat hij fout zat, maar doet alsof er niks gebeurd is en fietst door, laat een ander die ouwe helpen.	De volgende dag staat Martijn vroeg op. Hij heeft een sollicitatiegesprek bij een bedrijf voor een leidinggevende functie. Het bedrijf is gevestigd in een nabijgelegen stad, 20 kilometer verderop. Omdat Martijn geen rijbewijs heeft reist hij met openbaar vervoer. Hij wil voor de zekerheid een trein eerder nemen en zorgt dat hij op tijd op het station is.	Martijn	is 	euforisch	wanneer hij op het peroon komt en	de op tijd blijkt te zijn en het interview goed gaat	18000	5000	15000	500	250	500	2000	2000	57	16	17	18	19	20	21	22
